rank,score,sharpe,profit_factor,win_rate,trades,total_return,max_drawdown,avg_hold,use_slope,use_trend_sep,use_vcp,use_breakout,use_orb,use_rsi_rise,use_rsi_delta,use_rsi_lvl,use_adx,use_52w_high,use_ma20
917,14.0149,3.3969,4.1258,0.7012,937,721.45,-4.95,2.72,1,0,1,1,1,0,0,0,0,1,1
918,14.0149,3.3969,4.1258,0.7012,937,721.45,-4.95,2.72,1,0,1,1,1,0,1,0,0,1,1
919,14.0149,3.3969,4.1258,0.7012,937,721.45,-4.95,2.72,1,0,1,1,1,1,0,0,0,1,1
920,14.0149,3.3969,4.1258,0.7012,937,721.45,-4.95,2.72,1,0,1,1,1,1,1,0,0,1,1
921,13.9945,2.866,4.883,0.7163,705,489.89,-8.66,2.75,1,0,1,0,0,0,0,1,1,1,0
922,13.9945,2.866,4.883,0.7163,705,489.89,-8.66,2.75,1,0,1,0,0,0,0,1,1,1,1
923,13.9945,2.866,4.883,0.7163,705,489.89,-8.66,2.75,1,0,1,0,0,0,1,1,1,1,0
924,13.9945,2.866,4.883,0.7163,705,489.89,-8.66,2.75,1,0,1,0,0,0,1,1,1,1,1
925,13.9945,2.866,4.883,0.7163,705,489.89,-8.66,2.75,1,0,1,0,0,1,0,1,1,1,0
926,13.9945,2.866,4.883,0.7163,705,489.89,-8.66,2.75,1,0,1,0,0,1,0,1,1,1,1
927,13.9945,2.866,4.883,0.7163,705,489.89,-8.66,2.75,1,0,1,0,0,1,1,1,1,1,0
928,13.9945,2.866,4.883,0.7163,705,489.89,-8.66,2.75,1,0,1,0,0,1,1,1,1,1,1
929,13.9922,3.007,4.6532,0.6836,847,788.51,-6.06,2.93,1,1,1,1,0,0,0,1,0,0,0
930,13.9922,3.007,4.6532,0.6836,847,788.51,-6.06,2.93,1,1,1,1,0,0,0,1,0,0,1
931,13.9922,3.007,4.6532,0.6836,847,788.51,-6.06,2.93,1,1,1,1,0,0,1,1,0,0,0
932,13.9922,3.007,4.6532,0.6836,847,788.51,-6.06,2.93,1,1,1,1,0,0,1,1,0,0,1
933,13.9922,3.007,4.6532,0.6836,847,788.51,-6.06,2.93,1,1,1,1,0,1,0,1,0,0,0
934,13.9922,3.007,4.6532,0.6836,847,788.51,-6.06,2.93,1,1,1,1,0,1,0,1,0,0,1
935,13.9922,3.007,4.6532,0.6836,847,788.51,-6.06,2.93,1,1,1,1,0,1,1,1,0,0,0
936,13.9922,3.007,4.6532,0.6836,847,788.51,-6.06,2.93,1,1,1,1,0,1,1,1,0,0,1
937,13.9574,3.391,4.116,0.7011,940,721.32,-5.05,2.72,1,0,1,1,1,0,0,0,0,1,0
938,13.9574,3.391,4.116,0.7011,940,721.32,-5.05,2.72,1,0,1,1,1,0,1,0,0,1,0
939,13.9574,3.391,4.116,0.7011,940,721.32,-5.05,2.72,1,0,1,1,1,1,0,0,0,1,0
940,13.9574,3.391,4.116,0.7011,940,721.32,-5.05,2.72,1,0,1,1,1,1,1,0,0,1,0
941,13.9164,3.3994,4.0938,0.6567,1541,2352.03,-6.31,2.85,1,0,0,1,1,0,1,0,0,0,1
942,13.9164,3.3994,4.0938,0.6567,1541,2352.03,-6.31,2.85,1,0,0,1,1,1,1,0,0,0,1
943,13.9084,3.0129,4.6163,0.694,879,774.81,-6.06,2.97,0,1,1,1,0,0,0,1,0,0,0
944,13.9084,3.0129,4.6163,0.694,879,774.81,-6.06,2.97,0,1,1,1,0,0,0,1,0,0,1
945,13.9084,3.0129,4.6163,0.694,879,774.81,-6.06,2.97,0,1,1,1,0,0,1,1,0,0,0
946,13.9084,3.0129,4.6163,0.694,879,774.81,-6.06,2.97,0,1,1,1,0,0,1,1,0,0,1
947,13.9084,3.0129,4.6163,0.694,879,774.81,-6.06,2.97,0,1,1,1,0,1,0,1,0,0,0
948,13.9084,3.0129,4.6163,0.694,879,774.81,-6.06,2.97,0,1,1,1,0,1,0,1,0,0,1
949,13.9084,3.0129,4.6163,0.694,879,774.81,-6.06,2.97,0,1,1,1,0,1,1,1,0,0,0
950,13.9084,3.0129,4.6163,0.694,879,774.81,-6.06,2.97,0,1,1,1,0,1,1,1,0,0,1
951,13.8537,3.4552,4.0095,0.661,1540,2259.35,-6.96,2.84,1,0,0,1,1,0,1,1,0,0,0
952,13.8537,3.4552,4.0095,0.661,1540,2259.35,-6.96,2.84,1,0,0,1,1,0,1,1,0,0,1
953,13.8537,3.4552,4.0095,0.661,1540,2259.35,-6.96,2.84,1,0,0,1,1,1,1,1,0,0,0
954,13.8537,3.4552,4.0095,0.661,1540,2259.35,-6.96,2.84,1,0,0,1,1,1,1,1,0,0,1
955,13.8404,3.1161,4.4415,0.6915,927,902.31,-6.03,2.87,1,0,1,1,0,0,0,1,0,0,0
956,13.8404,3.1161,4.4415,0.6915,927,902.31,-6.03,2.87,1,0,1,1,0,0,0,1,0,0,1
957,13.8404,3.1161,4.4415,0.6915,927,902.31,-6.03,2.87,1,0,1,1,0,0,1,1,0,0,0
958,13.8404,3.1161,4.4415,0.6915,927,902.31,-6.03,2.87,1,0,1,1,0,0,1,1,0,0,1
959,13.8404,3.1161,4.4415,0.6915,927,902.31,-6.03,2.87,1,0,1,1,0,1,0,1,0,0,0
960,13.8404,3.1161,4.4415,0.6915,927,902.31,-6.03,2.87,1,0,1,1,0,1,0,1,0,0,1
961,13.8404,3.1161,4.4415,0.6915,927,902.31,-6.03,2.87,1,0,1,1,0,1,1,1,0,0,0
962,13.8404,3.1161,4.4415,0.6915,927,902.31,-6.03,2.87,1,0,1,1,0,1,1,1,0,0,1
963,13.8117,3.119,4.4283,0.6991,967,920.46,-6.03,2.92,0,0,1,1,0,0,0,1,0,0,0
964,13.8117,3.119,4.4283,0.6991,967,920.46,-6.03,2.92,0,0,1,1,0,0,0,1,0,0,1
965,13.8117,3.119,4.4283,0.6991,967,920.46,-6.03,2.92,0,0,1,1,0,0,1,1,0,0,0
966,13.8117,3.119,4.4283,0.6991,967,920.46,-6.03,2.92,0,0,1,1,0,0,1,1,0,0,1
967,13.8117,3.119,4.4283,0.6991,967,920.46,-6.03,2.92,0,0,1,1,0,1,0,1,0,0,0
968,13.8117,3.119,4.4283,0.6991,967,920.46,-6.03,2.92,0,0,1,1,0,1,0,1,0,0,1
969,13.8117,3.119,4.4283,0.6991,967,920.46,-6.03,2.92,0,0,1,1,0,1,1,1,0,0,0
970,13.8117,3.119,4.4283,0.6991,967,920.46,-6.03,2.92,0,0,1,1,0,1,1,1,0,0,1
971,13.7895,2.7032,5.1011,0.7198,753,704.16,-10.89,3.08,0,0,1,0,1,0,0,1,1,0,0
972,13.7895,2.7032,5.1011,0.7198,753,704.16,-10.89,3.08,0,0,1,0,1,0,0,1,1,0,1
973,13.7895,2.7032,5.1011,0.7198,753,704.16,-10.89,3.08,0,0,1,0,1,0,1,1,1,0,0
974,13.7895,2.7032,5.1011,0.7198,753,704.16,-10.89,3.08,0,0,1,0,1,0,1,1,1,0,1
975,13.7895,2.7032,5.1011,0.7198,753,704.16,-10.89,3.08,0,0,1,0,1,1,0,1,1,0,0
976,13.7895,2.7032,5.1011,0.7198,753,704.16,-10.89,3.08,0,0,1,0,1,1,0,1,1,0,1
977,13.7895,2.7032,5.1011,0.7198,753,704.16,-10.89,3.08,0,0,1,0,1,1,1,1,1,0,0
978,13.7895,2.7032,5.1011,0.7198,753,704.16,-10.89,3.08,0,0,1,0,1,1,1,1,1,0,1
979,13.7846,1.853,7.4392,0.6689,1214,4200.38,-38.4,3.95,1,0,0,0,1,0,1,0,1,0,1
980,13.7846,1.853,7.4392,0.6689,1214,4200.38,-38.4,3.95,1,0,0,0,1,1,1,0,1,0,1
981,13.705,3.3971,4.0343,0.6544,1545,2661.24,-5.74,2.88,0,0,0,1,1,0,0,0,0,0,1
982,13.705,3.3971,4.0343,0.6544,1545,2661.24,-5.74,2.88,0,0,0,1,1,1,0,0,0,0,1
983,13.6706,2.8692,4.7646,0.7217,715,507.26,-8.66,2.75,1,0,1,0,1,0,0,0,1,1,1
984,13.6706,2.8692,4.7646,0.7217,715,507.26,-8.66,2.75,1,0,1,0,1,0,1,0,1,1,1
985,13.6706,2.8692,4.7646,0.7217,715,507.26,-8.66,2.75,1,0,1,0,1,1,0,0,1,1,1
986,13.6706,2.8692,4.7646,0.7217,715,507.26,-8.66,2.75,1,0,1,0,1,1,1,0,1,1,1
987,13.6645,3.3293,4.1043,0.6529,1498,2242.7,-6.41,2.87,0,1,0,1,1,0,1,0,0,0,1
988,13.6645,3.3293,4.1043,0.6529,1498,2242.7,-6.41,2.87,0,1,0,1,1,1,1,0,0,0,1
989,13.6608,2.6892,5.0799,0.7207,752,696.07,-10.89,3.08,0,0,1,0,0,0,0,1,1,0,0
990,13.6608,2.6892,5.0799,0.7207,752,696.07,-10.89,3.08,0,0,1,0,0,0,0,1,1,0,1
991,13.6608,2.6892,5.0799,0.7207,752,696.07,-10.89,3.08,0,0,1,0,0,0,1,1,1,0,0
992,13.6608,2.6892,5.0799,0.7207,752,696.07,-10.89,3.08,0,0,1,0,0,0,1,1,1,0,1
993,13.6608,2.6892,5.0799,0.7207,752,696.07,-10.89,3.08,0,0,1,0,0,1,0,1,1,0,0
994,13.6608,2.6892,5.0799,0.7207,752,696.07,-10.89,3.08,0,0,1,0,0,1,0,1,1,0,1
995,13.6608,2.6892,5.0799,0.7207,752,696.07,-10.89,3.08,0,0,1,0,0,1,1,1,1,0,0
996,13.6608,2.6892,5.0799,0.7207,752,696.07,-10.89,3.08,0,0,1,0,0,1,1,1,1,0,1
997,13.6516,2.874,4.75,0.7201,718,509.27,-8.66,2.74,1,0,1,0,0,0,0,0,1,1,1
998,13.6516,2.874,4.75,0.7201,718,509.27,-8.66,2.74,1,0,1,0,0,0,1,0,1,1,1
999,13.6516,2.874,4.75,0.7201,718,509.27,-8.66,2.74,1,0,1,0,0,1,0,0,1,1,1
1000,13.6516,2.874,4.75,0.7201,718,509.27,-8.66,2.74,1,0,1,0,0,1,1,0,1,1,1
1001,13.615,2.8381,4.7972,0.7182,699,479.93,-8.66,2.76,1,0,1,0,1,0,0,1,1,1,0
1002,13.615,2.8381,4.7972,0.7182,699,479.93,-8.66,2.76,1,0,1,0,1,0,0,1,1,1,1
1003,13.615,2.8381,4.7972,0.7182,699,479.93,-8.66,2.76,1,0,1,0,1,0,1,1,1,1,0
1004,13.615,2.8381,4.7972,0.7182,699,479.93,-8.66,2.76,1,0,1,0,1,0,1,1,1,1,1
1005,13.615,2.8381,4.7972,0.7182,699,479.93,-8.66,2.76,1,0,1,0,1,1,0,1,1,1,0
1006,13.615,2.8381,4.7972,0.7182,699,479.93,-8.66,2.76,1,0,1,0,1,1,0,1,1,1,1
1007,13.615,2.8381,4.7972,0.7182,699,479.93,-8.66,2.76,1,0,1,0,1,1,1,1,1,1,0
1008,13.615,2.8381,4.7972,0.7182,699,479.93,-8.66,2.76,1,0,1,0,1,1,1,1,1,1,1
1009,13.5965,2.9731,4.5732,0.6826,835,711.77,-6.18,2.92,1,1,1,1,1,0,0,1,0,0,0
1010,13.5965,2.9731,4.5732,0.6826,835,711.77,-6.18,2.92,1,1,1,1,1,0,0,1,0,0,1
1011,13.5965,2.9731,4.5732,0.6826,835,711.77,-6.18,2.92,1,1,1,1,1,0,1,1,0,0,0
1012,13.5965,2.9731,4.5732,0.6826,835,711.77,-6.18,2.92,1,1,1,1,1,0,1,1,0,0,1
1013,13.5965,2.9731,4.5732,0.6826,835,711.77,-6.18,2.92,1,1,1,1,1,1,0,1,0,0,0
1014,13.5965,2.9731,4.5732,0.6826,835,711.77,-6.18,2.92,1,1,1,1,1,1,0,1,0,0,1
1015,13.5965,2.9731,4.5732,0.6826,835,711.77,-6.18,2.92,1,1,1,1,1,1,1,1,0,0,0
1016,13.5965,2.9731,4.5732,0.6826,835,711.77,-6.18,2.92,1,1,1,1,1,1,1,1,0,0,1
1017,13.5384,3.252,4.1631,0.6847,850,638.56,-5.35,2.82,1,1,1,1,0,0,0,0,0,1,1
1018,13.5384,3.252,4.1631,0.6847,850,638.56,-5.35,2.82,1,1,1,1,0,0,1,0,0,1,1
1019,13.5384,3.252,4.1631,0.6847,850,638.56,-5.35,2.82,1,1,1,1,0,1,0,0,0,1,1
1020,13.5384,3.252,4.1631,0.6847,850,638.56,-5.35,2.82,1,1,1,1,0,1,1,0,0,1,1
1021,13.5179,3.3538,4.0306,0.6553,1552,2627.45,-6.89,2.89,0,0,0,1,1,0,1,0,0,0,1
1022,13.5179,3.3538,4.0306,0.6553,1552,2627.45,-6.89,2.89,0,0,0,1,1,1,1,0,0,0,1
1023,13.477,3.2715,4.1195,0.6528,1486,2081.15,-6.19,2.86,0,1,0,1,1,0,1,0,0,0,0
1024,13.477,3.2715,4.1195,0.6528,1486,2081.15,-6.19,2.86,0,1,0,1,1,1,1,0,0,0,0
1025,13.4679,2.9922,4.501,0.6938,859,709.52,-6.18,2.97,0,1,1,1,1,0,0,1,0,0,0
1026,13.4679,2.9922,4.501,0.6938,859,709.52,-6.18,2.97,0,1,1,1,1,0,0,1,0,0,1
1027,13.4679,2.9922,4.501,0.6938,859,709.52,-6.18,2.97,0,1,1,1,1,0,1,1,0,0,0
1028,13.4679,2.9922,4.501,0.6938,859,709.52,-6.18,2.97,0,1,1,1,1,0,1,1,0,0,1
1029,13.4679,2.9922,4.501,0.6938,859,709.52,-6.18,2.97,0,1,1,1,1,1,0,1,0,0,0
1030,13.4679,2.9922,4.501,0.6938,859,709.52,-6.18,2.97,0,1,1,1,1,1,0,1,0,0,1
1031,13.4679,2.9922,4.501,0.6938,859,709.52,-6.18,2.97,0,1,1,1,1,1,1,1,0,0,0
1032,13.4679,2.9922,4.501,0.6938,859,709.52,-6.18,2.97,0,1,1,1,1,1,1,1,0,0,1
1033,13.4463,1.7884,7.5188,0.6725,1148,3761.16,-38.4,4.07,1,1,0,0,1,0,1,0,1,0,1
1034,13.4463,1.7884,7.5188,0.6725,1148,3761.16,-38.4,4.07,1,1,0,0,1,1,1,0,1,0,1
1035,13.4364,3.3941,3.9587,0.6451,1440,3459.04,-9.56,3.3,0,0,0,0,0,0,0,0,0,1,0
1036,13.4364,3.3941,3.9587,0.6451,1440,3459.04,-9.56,3.3,0,0,0,0,0,1,0,0,0,1,0
1037,13.3949,3.2735,4.0919,0.6507,1480,2130.9,-6.05,2.87,0,1,0,1,1,0,0,0,0,0,0
1038,13.3949,3.2735,4.0919,0.6507,1480,2130.9,-6.05,2.87,0,1,0,1,1,1,0,0,0,0,0
1039,13.3868,3.3746,3.9669,0.6966,936,720.19,-4.98,2.75,1,0,1,1,0,0,0,0,0,1,1
1040,13.3868,3.3746,3.9669,0.6966,936,720.19,-4.98,2.75,1,0,1,1,0,0,1,0,0,1,1
1041,13.3868,3.3746,3.9669,0.6966,936,720.19,-4.98,2.75,1,0,1,1,0,1,0,0,0,1,1
1042,13.3868,3.3746,3.9669,0.6966,936,720.19,-4.98,2.75,1,0,1,1,0,1,1,0,0,1,1
1043,13.3832,2.8646,4.6718,0.72,725,510.23,-8.66,2.74,1,0,1,0,0,0,0,0,1,1,0
1044,13.3832,2.8646,4.6718,0.72,725,510.23,-8.66,2.74,1,0,1,0,0,0,1,0,1,1,0
1045,13.3832,2.8646,4.6718,0.72,725,510.23,-8.66,2.74,1,0,1,0,0,1,0,0,1,1,0
1046,13.3832,2.8646,4.6718,0.72,725,510.23,-8.66,2.74,1,0,1,0,0,1,1,0,1,1,0
1047,13.3668,3.373,3.9629,0.6965,939,721.24,-4.96,2.74,1,0,1,1,0,0,0,0,0,1,0
1048,13.3668,3.373,3.9629,0.6965,939,721.24,-4.96,2.74,1,0,1,1,0,0,1,0,0,1,0
1049,13.3668,3.373,3.9629,0.6965,939,721.24,-4.96,2.74,1,0,1,1,0,1,0,0,0,1,0
1050,13.3668,3.373,3.9629,0.6965,939,721.24,-4.96,2.74,1,0,1,1,0,1,1,0,0,1,0
1051,13.3232,3.2311,4.1235,0.6827,851,626.11,-5.33,2.81,1,1,1,1,0,0,0,0,0,1,0
1052,13.3232,3.2311,4.1235,0.6827,851,626.11,-5.33,2.81,1,1,1,1,0,0,1,0,0,1,0
1053,13.3232,3.2311,4.1235,0.6827,851,626.11,-5.33,2.81,1,1,1,1,0,1,0,0,0,1,0
1054,13.3232,3.2311,4.1235,0.6827,851,626.11,-5.33,2.81,1,1,1,1,0,1,1,0,0,1,0
1055,13.2803,2.8485,4.6622,0.7177,719,506.19,-8.66,2.7,1,0,1,0,1,0,0,0,1,1,0
1056,13.2803,2.8485,4.6622,0.7177,719,506.19,-8.66,2.7,1,0,1,0,1,0,1,0,1,1,0
1057,13.2803,2.8485,4.6622,0.7177,719,506.19,-8.66,2.7,1,0,1,0,1,1,0,0,1,1,0
1058,13.2803,2.8485,4.6622,0.7177,719,506.19,-8.66,2.7,1,0,1,0,1,1,1,0,1,1,0
1059,13.2777,1.8456,7.1941,0.6734,1234,3946.09,-38.93,3.92,1,0,0,0,1,0,1,0,1,0,0
1060,13.2777,1.8456,7.1941,0.6734,1234,3946.09,-38.93,3.92,1,0,0,0,1,1,1,0,1,0,0
1061,13.2413,3.0763,4.3042,0.6988,943,851.04,-7.67,2.94,0,0,1,1,1,0,0,1,0,0,0
1062,13.2413,3.0763,4.3042,0.6988,943,851.04,-7.67,2.94,0,0,1,1,1,0,0,1,0,0,1
1063,13.2413,3.0763,4.3042,0.6988,943,851.04,-7.67,2.94,0,0,1,1,1,0,1,1,0,0,0
1064,13.2413,3.0763,4.3042,0.6988,943,851.04,-7.67,2.94,0,0,1,1,1,0,1,1,0,0,1
1065,13.2413,3.0763,4.3042,0.6988,943,851.04,-7.67,2.94,0,0,1,1,1,1,0,1,0,0,0
1066,13.2413,3.0763,4.3042,0.6988,943,851.04,-7.67,2.94,0,0,1,1,1,1,0,1,0,0,1
1067,13.2413,3.0763,4.3042,0.6988,943,851.04,-7.67,2.94,0,0,1,1,1,1,1,1,0,0,0
1068,13.2413,3.0763,4.3042,0.6988,943,851.04,-7.67,2.94,0,0,1,1,1,1,1,1,0,0,1
1069,13.232,3.4081,3.8825,0.6501,1512,2207.03,-6.74,2.86,0,1,0,1,1,0,0,1,0,0,0
1070,13.232,3.4081,3.8825,0.6501,1512,2207.03,-6.74,2.86,0,1,0,1,1,0,0,1,0,0,1
1071,13.232,3.4081,3.8825,0.6501,1512,2207.03,-6.74,2.86,0,1,0,1,1,1,0,1,0,0,0
1072,13.232,3.4081,3.8825,0.6501,1512,2207.03,-6.74,2.86,0,1,0,1,1,1,0,1,0,0,1
1073,13.2098,3.3017,4.001,0.6536,1510,2140.15,-8.13,2.83,1,0,0,1,1,0,0,0,0,0,0
1074,13.2098,3.3017,4.001,0.6536,1510,2140.15,-8.13,2.83,1,0,0,1,1,1,0,0,0,0,0
1075,13.1992,3.3038,3.9952,0.6523,1490,2215.25,-6.41,2.88,0,1,0,1,1,0,0,0,0,0,1
1076,13.1992,3.3038,3.9952,0.6523,1490,2215.25,-6.41,2.88,0,1,0,1,1,1,0,0,0,0,1
1077,13.1919,3.4381,3.837,0.6572,1546,2225.99,-6.88,2.83,1,0,0,1,1,0,0,1,0,0,0
1078,13.1919,3.4381,3.837,0.6572,1546,2225.99,-6.88,2.83,1,0,0,1,1,0,0,1,0,0,1
1079,13.1919,3.4381,3.837,0.6572,1546,2225.99,-6.88,2.83,1,0,0,1,1,1,0,1,0,0,0
1080,13.1919,3.4381,3.837,0.6572,1546,2225.99,-6.88,2.83,1,0,0,1,1,1,0,1,0,0,1
1081,13.1567,3.299,3.9881,0.653,1516,2111.6,-8.13,2.83,1,0,0,1,1,0,1,0,0,0,0
1082,13.1567,3.299,3.9881,0.653,1516,2111.6,-8.13,2.83,1,0,0,1,1,1,1,0,0,0,0
1083,13.1358,2.5691,5.113,0.7021,668,569.26,-10.39,3.13,0,1,1,0,0,0,0,1,1,0,0
1084,13.1358,2.5691,5.113,0.7021,668,569.26,-10.39,3.13,0,1,1,0,0,0,0,1,1,0,1
1085,13.1358,2.5691,5.113,0.7021,668,569.26,-10.39,3.13,0,1,1,0,0,0,1,1,1,0,0
1086,13.1358,2.5691,5.113,0.7021,668,569.26,-10.39,3.13,0,1,1,0,0,0,1,1,1,0,1
1087,13.1358,2.5691,5.113,0.7021,668,569.26,-10.39,3.13,0,1,1,0,0,1,0,1,1,0,0
1088,13.1358,2.5691,5.113,0.7021,668,569.26,-10.39,3.13,0,1,1,0,0,1,0,1,1,0,1
1089,13.1358,2.5691,5.113,0.7021,668,569.26,-10.39,3.13,0,1,1,0,0,1,1,1,1,0,0
1090,13.1358,2.5691,5.113,0.7021,668,569.26,-10.39,3.13,0,1,1,0,0,1,1,1,1,0,1
1091,13.1237,3.3005,3.9763,0.6537,1496,2220.55,-6.82,2.9,1,1,0,1,1,0,1,0,0,0,1
1092,13.1237,3.3005,3.9763,0.6537,1496,2220.55,-6.82,2.9,1,1,0,1,1,1,1,0,0,0,1
1093,13.0123,2.6073,4.9907,0.7223,713,622.67,-10.89,3.04,1,0,1,0,1,0,0,1,1,0,0
1094,13.0123,2.6073,4.9907,0.7223,713,622.67,-10.89,3.04,1,0,1,0,1,0,0,1,1,0,1
1095,13.0123,2.6073,4.9907,0.7223,713,622.67,-10.89,3.04,1,0,1,0,1,0,1,1,1,0,0
1096,13.0123,2.6073,4.9907,0.7223,713,622.67,-10.89,3.04,1,0,1,0,1,0,1,1,1,0,1
1097,13.0123,2.6073,4.9907,0.7223,713,622.67,-10.89,3.04,1,0,1,0,1,1,0,1,1,0,0
1098,13.0123,2.6073,4.9907,0.7223,713,622.67,-10.89,3.04,1,0,1,0,1,1,0,1,1,0,1
1099,13.0123,2.6073,4.9907,0.7223,713,622.67,-10.89,3.04,1,0,1,0,1,1,1,1,1,0,0
1100,13.0123,2.6073,4.9907,0.7223,713,622.67,-10.89,3.04,1,0,1,0,1,1,1,1,1,0,1
1101,12.9893,2.5588,5.0763,0.701,669,556.71,-10.39,3.13,0,1,1,0,1,0,0,1,1,0,0
1102,12.9893,2.5588,5.0763,0.701,669,556.71,-10.39,3.13,0,1,1,0,1,0,0,1,1,0,1
1103,12.9893,2.5588,5.0763,0.701,669,556.71,-10.39,3.13,0,1,1,0,1,0,1,1,1,0,0
1104,12.9893,2.5588,5.0763,0.701,669,556.71,-10.39,3.13,0,1,1,0,1,0,1,1,1,0,1
1105,12.9893,2.5588,5.0763,0.701,669,556.71,-10.39,3.13,0,1,1,0,1,1,0,1,1,0,0
1106,12.9893,2.5588,5.0763,0.701,669,556.71,-10.39,3.13,0,1,1,0,1,1,0,1,1,0,1
1107,12.9893,2.5588,5.0763,0.701,669,556.71,-10.39,3.13,0,1,1,0,1,1,1,1,1,0,0
1108,12.9893,2.5588,5.0763,0.701,669,556.71,-10.39,3.13,0,1,1,0,1,1,1,1,1,0,1
1109,12.9763,2.6034,4.9844,0.7223,713,623.69,-10.89,3.04,1,0,1,0,0,0,0,1,1,0,0
1110,12.9763,2.6034,4.9844,0.7223,713,623.69,-10.89,3.04,1,0,1,0,0,0,0,1,1,0,1
1111,12.9763,2.6034,4.9844,0.7223,713,623.69,-10.89,3.04,1,0,1,0,0,0,1,1,1,0,0
1112,12.9763,2.6034,4.9844,0.7223,713,623.69,-10.89,3.04,1,0,1,0,0,0,1,1,1,0,1
1113,12.9763,2.6034,4.9844,0.7223,713,623.69,-10.89,3.04,1,0,1,0,0,1,0,1,1,0,0
1114,12.9763,2.6034,4.9844,0.7223,713,623.69,-10.89,3.04,1,0,1,0,0,1,0,1,1,0,1
1115,12.9763,2.6034,4.9844,0.7223,713,623.69,-10.89,3.04,1,0,1,0,0,1,1,1,1,0,0
1116,12.9763,2.6034,4.9844,0.7223,713,623.69,-10.89,3.04,1,0,1,0,0,1,1,1,1,0,1
1117,12.9223,3.4427,3.7536,0.6567,1541,2452.91,-6.88,2.87,0,0,0,1,1,0,1,1,0,0,0
1118,12.9223,3.4427,3.7536,0.6567,1541,2452.91,-6.88,2.87,0,0,0,1,1,0,1,1,0,0,1
1119,12.9223,3.4427,3.7536,0.6567,1541,2452.91,-6.88,2.87,0,0,0,1,1,1,1,1,0,0,0
1120,12.9223,3.4427,3.7536,0.6567,1541,2452.91,-6.88,2.87,0,0,0,1,1,1,1,1,0,0,1
1121,12.887,1.7606,7.3197,0.6707,1151,3543.0,-38.4,4.04,1,1,0,0,1,0,0,0,1,0,1
1122,12.887,1.7606,7.3197,0.6707,1151,3543.0,-38.4,4.04,1,1,0,0,1,1,0,0,1,0,1
1123,12.8854,1.8699,6.891,0.6698,1263,4227.1,-38.93,3.85,0,0,0,0,1,0,0,0,1,0,0
1124,12.8854,1.8699,6.891,0.6698,1263,4227.1,-38.93,3.85,0,0,0,0,1,1,0,0,1,0,0
1125,12.8467,2.6945,4.7678,0.7057,666,457.47,-7.64,2.76,0,1,1,0,1,0,0,0,1,1,0
1126,12.8467,2.6945,4.7678,0.7057,666,457.47,-7.64,2.76,0,1,1,0,1,0,1,0,1,1,0
1127,12.8467,2.6945,4.7678,0.7057,666,457.47,-7.64,2.76,0,1,1,0,1,1,0,0,1,1,0
1128,12.8467,2.6945,4.7678,0.7057,666,457.47,-7.64,2.76,0,1,1,0,1,1,1,0,1,1,0
1129,12.8462,3.2689,3.9298,0.6497,1493,2143.31,-6.81,2.89,1,1,0,1,1,0,0,0,0,0,1
1130,12.8462,3.2689,3.9298,0.6497,1493,2143.31,-6.81,2.89,1,1,0,1,1,1,0,0,0,0,1
1131,12.7995,2.6623,4.8078,0.7048,647,434.46,-7.64,2.81,0,1,1,0,1,0,0,1,1,1,0
1132,12.7995,2.6623,4.8078,0.7048,647,434.46,-7.64,2.81,0,1,1,0,1,0,0,1,1,1,1
1133,12.7995,2.6623,4.8078,0.7048,647,434.46,-7.64,2.81,0,1,1,0,1,0,1,1,1,1,0
1134,12.7995,2.6623,4.8078,0.7048,647,434.46,-7.64,2.81,0,1,1,0,1,0,1,1,1,1,1
1135,12.7995,2.6623,4.8078,0.7048,647,434.46,-7.64,2.81,0,1,1,0,1,1,0,1,1,1,0
1136,12.7995,2.6623,4.8078,0.7048,647,434.46,-7.64,2.81,0,1,1,0,1,1,0,1,1,1,1
1137,12.7995,2.6623,4.8078,0.7048,647,434.46,-7.64,2.81,0,1,1,0,1,1,1,1,1,1,0
1138,12.7995,2.6623,4.8078,0.7048,647,434.46,-7.64,2.81,0,1,1,0,1,1,1,1,1,1,1
1139,12.7928,3.3419,3.828,0.6437,1510,2030.94,-6.74,2.87,1,1,0,1,1,0,0,1,0,0,0
1140,12.7928,3.3419,3.828,0.6437,1510,2030.94,-6.74,2.87,1,1,0,1,1,0,0,1,0,0,1
1141,12.7928,3.3419,3.828,0.6437,1510,2030.94,-6.74,2.87,1,1,0,1,1,1,0,1,0,0,0
1142,12.7928,3.3419,3.828,0.6437,1510,2030.94,-6.74,2.87,1,1,0,1,1,1,0,1,0,0,1
1143,12.6531,3.3385,3.79,0.6472,1505,2006.14,-6.74,2.88,1,1,0,1,1,0,1,1,0,0,0
1144,12.6531,3.3385,3.79,0.6472,1505,2006.14,-6.74,2.88,1,1,0,1,1,0,1,1,0,0,1
1145,12.6531,3.3385,3.79,0.6472,1505,2006.14,-6.74,2.88,1,1,0,1,1,1,1,1,0,0,0
1146,12.6531,3.3385,3.79,0.6472,1505,2006.14,-6.74,2.88,1,1,0,1,1,1,1,1,0,0,1
1147,12.6477,2.6676,4.7412,0.7026,659,450.55,-7.64,2.8,0,1,1,0,1,0,0,0,1,1,1
1148,12.6477,2.6676,4.7412,0.7026,659,450.55,-7.64,2.8,0,1,1,0,1,0,1,0,1,1,1
1149,12.6477,2.6676,4.7412,0.7026,659,450.55,-7.64,2.8,0,1,1,0,1,1,0,0,1,1,1
